id,name,company_name,summary,description,duration,departure_location,departure_times,price_adult,price_child,includes,highlights,keywords,duration_hours,link_booking,link_more_info,phone,image_url,image_urls,commission_rate,active,price_source_url,price_tiers,raw_text,duration_days,duration_category,tour_type,locations,tags,audience,intensity_level,itinerary,menu,age_requirements,ideal_for,video_urls
81a13f6b3033926e,All Tours & Destinations,airliebeachtourism,,,,,,,,,,,,https://airliebeachtourism.com.au/tour/capegloucesterdingobeach/,https://airliebeachtourism.com.au/tour/capegloucesterdingobeach/,,static/tour_images/airliebeachtourism/81a13f6b3033926e/image_1.jpeg,"static/tour_images/airliebeachtourism/81a13f6b3033926e/image_1.jpeg,static/tour_images/airliebeachtourism/81a13f6b3033926e/image_2.jpg,static/tour_images/airliebeachtourism/81a13f6b3033926e/image_3.jpg,static/tour_images/airliebeachtourism/81a13f6b3033926e/image_4.jpg,static/tour_images/airliebeachtourism/81a13f6b3033926e/image_5.jpg,static/tour_images/airliebeachtourism/81a13f6b3033926e/image_7.jpg,static/tour_images/airliebeachtourism/81a13f6b3033926e/image_9.jpg,static/tour_images/airliebeachtourism/81a13f6b3033926e/image_11.jpg",,True,https://airliebeachtourism.com.au/tour/capegloucesterdingobeach/,,,,unknown,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,,,
73d186a8213ec9c4,All Tours & Destinations,airliebeachtourism,,"Embark on a full-day eco-certified adventure with the Airlie Hopper Sightseeing Bus, offering a unique blend of the Whitsundays' natural beauty. This tour is perfect for nature enthusiasts and those looking to explore the scenic landscapes of the region. Ideal for cruise ship passengers, the tour provides convenient pickups from Port of Airlie and Shute Harbour, ensuring a seamless experience. Enjoy a relaxing day filled with breathtaking views and the opportunity to connect with the serene environment.",Full Day,Departs Blue Bus Stop behind Heart Hotel. Cruiseship pickups from Port of Airlie & Shute Harbour.,,,,"Eco-certified tour
Full-day sightseeing
Cruiseship friendly pickups","Eco-certified full-day adventure
Convenient pickup locations
Ideal for cruise ship passengers
Explore Whitsundays' natural beauty",,8.0,https://airliebeachtourism.com.au/tour/airliehopper/,https://airliebeachtourism.com.au/tour/airliehopper/,,static/tour_images/airliebeachtourism/73d186a8213ec9c4/image_2.jpeg,"static/tour_images/airliebeachtourism/73d186a8213ec9c4/image_2.jpeg,static/tour_images/airliebeachtourism/73d186a8213ec9c4/image_4.jpg,static/tour_images/airliebeachtourism/73d186a8213ec9c4/image_6.jpg,static/tour_images/airliebeachtourism/73d186a8213ec9c4/image_7.jpg,static/tour_images/airliebeachtourism/73d186a8213ec9c4/image_8.webp,static/tour_images/airliebeachtourism/73d186a8213ec9c4/image_11.jpeg",,True,https://airliebeachtourism.com.au/tour/airliehopper/,,,,full_day,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,,"Nature enthusiasts, cruise ship passengers, and those looking to explore the scenic landscapes of the Whitsundays.",
7bd934e6af8fc012,All Tours & Destinations,airliebeachtourism,,"Embark on a memorable journey with Whisper Cruises, offering a unique Turtle Watching & Sightseeing Cruise through the picturesque Pioneer Bay. This tour is perfect for nature enthusiasts and families eager to experience the serene beauty of the Whitsundays while observing turtles in their natural habitat. Enjoy a relaxing cruise that combines sightseeing with the excitement of spotting marine life, all from the comfort of a well-equipped vessel. Ideal for those seeking a tranquil yet engaging adventure on the water.",,Coral Sea Marina North Village – Meet in front of Sorrento Bar and Restaurant,,,,,"Turtle watching in Pioneer Bay
Cruiseship friendly
Scenic views of the Whitsundays
Comfortable and well-equipped vessel
Ideal for families and nature lovers",,,https://airliebeachtourism.com.au/tour/whisper_turtle_cruise/,https://airliebeachtourism.com.au/tour/whisper_turtle_cruise/,,static/tour_images/airliebeachtourism/7bd934e6af8fc012/image_1.jpeg,"static/tour_images/airliebeachtourism/7bd934e6af8fc012/image_1.jpeg,static/tour_images/airliebeachtourism/7bd934e6af8fc012/image_2.jpg,static/tour_images/airliebeachtourism/7bd934e6af8fc012/image_3.jpg,static/tour_images/airliebeachtourism/7bd934e6af8fc012/image_6.jpg,static/tour_images/airliebeachtourism/7bd934e6af8fc012/image_7.jpg,static/tour_images/airliebeachtourism/7bd934e6af8fc012/image_9.jpg",,True,https://airliebeachtourism.com.au/tour/whisper_turtle_cruise/,,,,unknown,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,,"Nature enthusiasts, families, and those seeking a relaxing sightseeing experience",
f117febbe50774cd,All Tours & Destinations,airliebeachtourism,,"Discover the ultimate adventures and serene escapes in the Whitsundays with our curated tours. Whether you're seeking adrenaline-pumping activities or tranquil relaxation, our offerings cater to all preferences. Experience the beauty of Airlie Beach and its surroundings with eco-certified tours, luxurious yacht cruises, and scenic flights. Perfect for families, couples, and solo travelers looking to explore the natural wonders of the region.",,,,,,,"Eco-certified tours
Luxurious yacht cruises
Scenic flights over the Whitsundays
Adrenaline-pumping activities
Family-friendly options",,,https://airliebeachtourism.com.au/tour/palm-bay/,https://airliebeachtourism.com.au/tour/palm-bay/,,static/tour_images/airliebeachtourism/f117febbe50774cd/image_6.jpeg,"static/tour_images/airliebeachtourism/f117febbe50774cd/image_1.jpg,static/tour_images/airliebeachtourism/f117febbe50774cd/image_2.jpeg,static/tour_images/airliebeachtourism/f117febbe50774cd/image_4.jpg,static/tour_images/airliebeachtourism/f117febbe50774cd/image_6.jpeg,static/tour_images/airliebeachtourism/f117febbe50774cd/image_7.jpg,static/tour_images/airliebeachtourism/f117febbe50774cd/image_8.jpeg,static/tour_images/airliebeachtourism/f117febbe50774cd/image_10.jpg",,True,https://airliebeachtourism.com.au/tour/palm-bay/,,,,unknown,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,,"Families, couples, and solo travelers seeking adventure or relaxation in the Whitsundays.",
462d7db2de5f4798,All Tours & Destinations,airliebeachtourism,,"Discover the beauty and adventure of the Whitsundays with a variety of tours that cater to thrill-seekers and nature lovers alike. From adrenaline-pumping jetski tours and skydiving experiences to relaxing scenic flights and eco-certified sightseeing bus tours, there's something for everyone. Whether you're exploring coral reefs on a glass-bottom boat or kayaking among turtles, each tour promises unforgettable moments in stunning natural settings. Perfect for families, couples, and solo travelers looking to immerse themselves in the unique charm of the Whitsundays.",,,,,,,,,,https://airliebeachtourism.com.au/tour/whitsunday-fishing-charters_am/,https://airliebeachtourism.com.au/tour/whitsunday-fishing-charters_am/,,static/tour_images/airliebeachtourism/462d7db2de5f4798/image_1.jpg,"static/tour_images/airliebeachtourism/462d7db2de5f4798/image_1.jpg,static/tour_images/airliebeachtourism/462d7db2de5f4798/image_2.jpg,static/tour_images/airliebeachtourism/462d7db2de5f4798/image_3.jpg,static/tour_images/airliebeachtourism/462d7db2de5f4798/image_4.jpg,static/tour_images/airliebeachtourism/462d7db2de5f4798/image_5.jpg,static/tour_images/airliebeachtourism/462d7db2de5f4798/image_7.jpg",,True,https://airliebeachtourism.com.au/tour/whitsunday-fishing-charters_am/,,,,unknown,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,,"Families, couples, solo travelers, adventure seekers, and nature enthusiasts.",
e487ba3ef826baae,All Tours & Destinations,airliebeachtourism,,"Discover the beauty and adventure that the Whitsundays have to offer with a variety of tours designed to cater to every type of traveler. Whether you're seeking adrenaline-pumping activities like jet skiing and skydiving or looking for a more relaxed experience such as a scenic flight over Heart Reef, there is something for everyone. Enjoy the natural beauty of Airlie Beach and the surrounding islands, perfect for families, couples, and solo adventurers alike.",,,,,,,"Jet skiing adventures
Scenic flights over Heart Reef
Skydiving experiences
Glass bottom boat tours
Sea kayaking tours
Eco-friendly waterbike rides
Sailing, SUP, and snorkeling day tours",,,https://airliebeachtourism.com.au/tour/whitsunday-fishing-charters_pm/,https://airliebeachtourism.com.au/tour/whitsunday-fishing-charters_pm/,,static/tour_images/airliebeachtourism/e487ba3ef826baae/image_1.jpg,"static/tour_images/airliebeachtourism/e487ba3ef826baae/image_1.jpg,static/tour_images/airliebeachtourism/e487ba3ef826baae/image_2.jpg,static/tour_images/airliebeachtourism/e487ba3ef826baae/image_3.jpg,static/tour_images/airliebeachtourism/e487ba3ef826baae/image_4.jpg,static/tour_images/airliebeachtourism/e487ba3ef826baae/image_5.jpg,static/tour_images/airliebeachtourism/e487ba3ef826baae/image_7.jpg",,True,https://airliebeachtourism.com.au/tour/whitsunday-fishing-charters_pm/,,,,unknown,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,,"Adventure seekers, nature lovers, families, couples, solo travelers",
204ec77065b1c22e,All Tours & Destinations,airliebeachtourism,,,,,,,,,,,,https://airliebeachtourism.com.au/tour/whitsunday-fishing-charters_full_day/,https://airliebeachtourism.com.au/tour/whitsunday-fishing-charters_full_day/,,static/tour_images/airliebeachtourism/204ec77065b1c22e/image_1.jpg,"static/tour_images/airliebeachtourism/204ec77065b1c22e/image_1.jpg,static/tour_images/airliebeachtourism/204ec77065b1c22e/image_2.jpg,static/tour_images/airliebeachtourism/204ec77065b1c22e/image_3.jpg,static/tour_images/airliebeachtourism/204ec77065b1c22e/image_4.jpg,static/tour_images/airliebeachtourism/204ec77065b1c22e/image_5.jpg,static/tour_images/airliebeachtourism/204ec77065b1c22e/image_7.jpg",,True,https://airliebeachtourism.com.au/tour/whitsunday-fishing-charters_full_day/,,,,unknown,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,,,
5c6376b967b8ffb7,All Tours & Destinations,airliebeachtourism,,,,,,,,,,,,https://airliebeachtourism.com.au/tour/scamper-hill-inlet-lookout-whitehaven/,https://airliebeachtourism.com.au/tour/scamper-hill-inlet-lookout-whitehaven/,,static/tour_images/airliebeachtourism/5c6376b967b8ffb7/image_3.jpg,"static/tour_images/airliebeachtourism/5c6376b967b8ffb7/image_1.jpg,static/tour_images/airliebeachtourism/5c6376b967b8ffb7/image_2.jpg,static/tour_images/airliebeachtourism/5c6376b967b8ffb7/image_3.jpg,static/tour_images/airliebeachtourism/5c6376b967b8ffb7/image_4.jpg,static/tour_images/airliebeachtourism/5c6376b967b8ffb7/image_6.jpg,static/tour_images/airliebeachtourism/5c6376b967b8ffb7/image_7.jpg",,True,https://airliebeachtourism.com.au/tour/scamper-hill-inlet-lookout-whitehaven/,,,,unknown,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,,,
f1d3d4c7864d339f,All Tours & Destinations,airliebeachtourism,,"Experience the Whitsundays' stunning reefs in an eco-friendly way with Waterbikes Whitsundays. This tour offers a unique adventure perfect for nature enthusiasts and those looking to explore the ocean in a sustainable manner. Glide over crystal-clear waters on a waterbike, providing an intimate connection with the marine environment. Ideal for eco-conscious travelers and families seeking a fun and educational experience.",,"Shute Harbour Maritime Terminal, Shute Harbour",,,,"Eco-friendly waterbike
Guided tour
Safety equipment","Explore Airlie's spectacular reefs
Eco-friendly adventure
Unique waterbike experience
Perfect for families
Great for eco-conscious travelers",,,https://airliebeachtourism.com.au/tour/waterbikes-whitsundays/,https://airliebeachtourism.com.au/tour/waterbikes-whitsundays/,,static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_1.jpg,"static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_1.jpg,static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_2.jpg,static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_3.jpeg,static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_4.jpg,static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_5.jpeg,static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_6.jpg,static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_7.jpg,static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_10.jpg,static/tour_images/airliebeachtourism/f1d3d4c7864d339f/image_11.jpeg",,True,https://airliebeachtourism.com.au/tour/waterbikes-whitsundays/,,,,unknown,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,All ages welcome,"Eco-conscious travelers, families, and nature enthusiasts",
f33d6ef168e642d1,All Tours & Destinations,airliebeachtourism,,"Discover the beauty of Airlie Beach and the Whitsundays with a variety of tours designed for adventure seekers and nature lovers alike. Whether you're looking to explore the vibrant coral reefs on a glass bottom boat, experience the thrill of jet skiing, or enjoy a relaxing scenic flight over Heart Reef, there's something for everyone. These tours offer a unique blend of excitement and relaxation, perfect for families, couples, and solo travelers wanting to immerse themselves in the stunning natural landscapes.",,,,,,,"Explore Airlie Beach's beautiful bays
Experience thrilling jet ski adventures
Scenic flights over Heart Reef and Whitehaven Beach
Family-friendly glass bottom boat tours
Eco-certified sightseeing bus tours",,,https://airliebeachtourism.com.au/tour/segway-sunset-boardwalk/,https://airliebeachtourism.com.au/tour/segway-sunset-boardwalk/,,static/tour_images/airliebeachtourism/f33d6ef168e642d1/image_3.jpeg,"static/tour_images/airliebeachtourism/f33d6ef168e642d1/image_1.jpeg,static/tour_images/airliebeachtourism/f33d6ef168e642d1/image_2.jpeg,static/tour_images/airliebeachtourism/f33d6ef168e642d1/image_3.jpeg,static/tour_images/airliebeachtourism/f33d6ef168e642d1/image_4.jpeg,static/tour_images/airliebeachtourism/f33d6ef168e642d1/image_5.jpg,static/tour_images/airliebeachtourism/f33d6ef168e642d1/image_7.jpeg",,True,https://airliebeachtourism.com.au/tour/segway-sunset-boardwalk/,,,,unknown,combo,"Airlie Beach,Great Barrier Reef,Whitehaven","adventure,family-friendly,relaxation,small-group",family,adventurous,,,,"Adventure seekers, families, couples, nature enthusiasts",
